bayesian	{'0': 7, '94': 1, '234': 1, '459': 1}
test~false	{'411': 2, '421': 1, '422': 1}
probability~test~false	{'411': 2}
value~probability~test~false	{'411': 1}
predictive~statistical	{'411': 1}
positive~predictive~statistical	{'411': 1}
true~statistical	{'411': 2}
test~true~statistical	{'411': 1}
probability~test~true~statistical	{'411': 1}
plot~scatter	{'412': 1}
random~model	{'412': 1}
estimator~random~model	{'412': 1}
plot~estimator~random~model	{'412': 1}
scatter~probably	{'412': 1}
random~scatter~probably	{'412': 1}
estimator~random~scatter~probably	{'412': 1}
indicate~pattern	{'412': 1}
scatter~indicate~pattern	{'412': 1}
random~scatter~indicate~pattern	{'412': 1}
probably~problem	{'412': 1}
model~probably~problem	{'412': 1}
indicate~model~probably~problem	{'412': 1}
spread	{'412': 1}
indicate~spread	{'412': 1}
pattern~indicate~spread	{'412': 1}
probably~pattern~indicate~spread	{'412': 1}
estimator~predictor	{'412': 1}
plot~estimator~predictor	{'412': 1}
scatter~statistical	{'412': 1}
random~scatter~statistical	{'412': 1}
estimator~random~scatter~statistical	{'412': 1}
probability~statistical	{'413': 1, '417': 1}
positive~statistical	{'413': 1, '419': 1}
test~positive~statistical	{'413': 1}
statistic~type	{'413': 1, '417': 1}
true~statistic~type	{'413': 1}
positive~true~statistic~type	{'413': 1}
sensitivity~i	{'413': 1}
statistic~sensitivity~i	{'413': 1}
true~statistic~sensitivity~i	{'413': 1}
sensitivity~statistical~test~type	{'413': 1}
specificity~ii	{'413': 1}
test~specificity~ii	{'413': 1}
statistical~test~specificity~ii	{'413': 1}
due~greater	{'414': 1}
value~due~greater	{'414': 1}
chance~equal	{'414': 1}
due~chance~equal	{'414': 1}
value~due~chance~equal	{'414': 1}
alpha~observed	{'414': 1}
chance~alpha~observed	{'414': 1}
due~chance~alpha~observed	{'414': 1}
chance~alpha~value	{'414': 1}
probability~strictly	{'414': 1}
value~probability~strictly	{'414': 1}
alpha~value~probability~strictly	{'414': 1}
value~data	{'414': 1}
due~conventional	{'414': 1}
value~due~conventional	{'414': 1}
alpha~field	{'414': 1}
chance~alpha~field	{'414': 1}
due~chance~alpha~field	{'414': 1}
probability~variety	{'414': 1}
value~probability~variety	{'414': 1}
alpha~value~probability~variety	{'414': 1}
variate~different	{'414': 1, '507': 1}
probability~variate~different	{'414': 1}
value~probability~variate~different	{'414': 1}
value~alpha	{'414': 1}
variate~value~alpha	{'414': 1}
probability~variate~value~alpha	{'414': 1}
equal~one	{'414': 1}
greater~equal~one	{'414': 1}
value~greater~equal~one	{'414': 1}
*	{'414': 1}
**	{'414': 1}
due~use	{'414': 1}
value~due~use	{'414': 1}
chance~term	{'414': 1}
due~chance~term	{'414': 1}
value~due~chance~term	{'414': 1}
recommended	{'414': 1}
chance~alpha	{'414': 1}
due~chance~alpha	{'414': 1}
value~due~chance~alpha	{'414': 1}
value~probability~confidence	{'414': 1}
alpha~value~probability~confidence	{'414': 1}
greater~probable	{'414': 1}
value~greater~probable	{'414': 1}
variate~value~greater~probable	{'414': 1}
observed~significance	{'414': 1}
equal~observed~significance	{'414': 1}
greater~equal~observed~significance	{'414': 1}
strictly~significance	{'414': 1}
value~strictly~significance	{'414': 1}
observed~value~strictly~significance	{'414': 1}
p-value~statistical	{'414': 1}
chance~p-value~statistical	{'414': 1}
strictly~chance~p-value~statistical	{'414': 1}
test~determining	{'415': 1}
determining~probability	{'415': 1}
test~determining~probability	{'415': 1}
probability~could	{'415': 1}
determining~probability~could	{'415': 1}
test~determining~probability~could	{'415': 1}
could~occurred	{'415': 1}
probability~could~occurred	{'415': 1}
determining~probability~could~occurred	{'415': 1}
occurred~chance	{'415': 1}
could~occurred~chance	{'415': 1}
probability~could~occurred~chance	{'415': 1}
determining~statistical	{'415': 1}
test~determining~statistical	{'415': 1}
occurred~statistical	{'415': 1}
could~occurred~statistical	{'415': 1}
probability~could~occurred~statistical	{'415': 1}
significance~value~statistical	{'416': 1}
test~alpha	{'416': 1}
statistical~test~alpha	{'416': 1}
value~statistical~test~alpha	{'416': 1}
negative~statistical	{'417': 1}
test~negative~statistical	{'417': 1}
negative~statistic~type	{'417': 1}
specificity~i	{'417': 1}
statistic~specificity~i	{'417': 1}
negative~statistic~specificity~i	{'417': 1}
specificity~statistical~test~type	{'417': 1}
sensitivity~ii	{'417': 1}
test~sensitivity~ii	{'417': 1}
statistical~test~sensitivity~ii	{'417': 1}
statistical~test~alternative	{'418': 1}
hypothesis~statistical~test~alternative	{'418': 1}
getting~positive	{'419': 1}
probability~getting~positive	{'419': 1}
positive~test	{'419': 1}
getting~positive~test	{'419': 1}
probability~getting~positive~test	{'419': 1}
test~should	{'419': 1}
positive~test~should	{'419': 1}
getting~positive~test~should	{'419': 1}
should~produce	{'419': 1}
test~should~produce	{'419': 1}
positive~test~should~produce	{'419': 1}
produce~positive	{'419': 1}
should~produce~positive	{'419': 1}
test~should~produce~positive	{'419': 1}
getting~statistical	{'419': 1}
probability~getting~statistical	{'419': 1}
test~predictive	{'419': 1}
positive~test~predictive	{'419': 1}
getting~positive~test~predictive	{'419': 1}
produce~positive~statistical	{'419': 1}
main	{'420': 1}
statistical~main	{'420': 1}
test~statistical~main	{'420': 1}
observation~error	{'420': 1}
significance~observation~error	{'420': 1}
statistical~significance~observation~error	{'420': 1}
test~i	{'420': 1}
test~negative	{'420': 4}
test~positive	{'420': 4}
test~ii	{'420': 1}
significance~positive	{'420': 1}
statistical~significance~positive	{'420': 1}
test~statistical~significance~positive	{'420': 1}
observation~true	{'420': 1}
significance~observation~true	{'420': 1}
statistical~significance~observation~true	{'420': 1}
observation~two~statistic	{'420': 1}
significance~observation~two~statistic	{'420': 1}
main~test	{'420': 1}
two~main~test	{'420': 1}
observation~two~main~test	{'420': 1}
statistical~negative	{'420': 1}
test~statistical~negative	{'420': 1}
significance~negative	{'420': 1}
statistical~significance~negative	{'420': 1}
test~statistical~significance~negative	{'420': 1}
observation~statistic	{'420': 1}
significance~observation~statistic	{'420': 1}
statistical~significance~observation~statistic	{'420': 1}
test~table	{'420': 1}
test~statistical~summarizes	{'420': 1}
significance~names	{'420': 1}
statistical~significance~names	{'420': 1}
test~statistical~significance~names	{'420': 1}
observation~various	{'420': 1}
significance~observation~various	{'420': 1}
statistical~significance~observation~various	{'420': 1}
main~state	{'420': 1}
two~main~state	{'420': 1}
observation~two~main~state	{'420': 1}
affairs	{'420': 1}
type~affairs	{'420': 1}
main~type~affairs	{'420': 1}
two~main~type~affairs	{'420': 1}
error~observed	{'420': 1}
type~error~observed	{'420': 1}
main~type~error~observed	{'420': 1}
type~test	{'420': 1}
error~type~test	{'420': 1}
name	{'420': 1, '498': 1, '520': 1}
observation~several	{'420': 1}
significance~observation~several	{'420': 1}
statistical~significance~observation~several	{'420': 1}
two~statistical	{'420': 1}
observation~two~statistical	{'420': 1}
significance~observation~two~statistical	{'420': 1}
type~performed	{'420': 1}
main~type~performed	{'420': 1}
two~main~type~performed	{'420': 1}
suppose	{'420': 1, '535': 1, '573': 1}
i~suppose	{'420': 1}
type~i~suppose	{'420': 1}
error~type~i~suppose	{'420': 1}
error~you	{'420': 1}
i~error~you	{'420': 1}
type~i~error~you	{'420': 1}
measuring	{'420': 1}
false~measuring	{'420': 1}
error~false~measuring	{'420': 1}
leg	{'420': 1}
negative~leg	{'420': 1}
false~negative~leg	{'420': 1}
error~false~negative~leg	{'420': 1}
term~length	{'420': 1}
negative~term~length	{'420': 1}
false~negative~term~length	{'420': 1}
eight	{'420': 1, '439': 1}
null~eight	{'420': 1}
term~null~eight	{'420': 1}
negative~term~null~eight	{'420': 1}
hypothesis~different	{'420': 1}
null~hypothesis~different	{'420': 1}
term~null~hypothesis~different	{'420': 1}
lizard	{'420': 1}
false~lizard	{'420': 1}
hypothesis~false~lizard	{'420': 1}
null~hypothesis~false~lizard	{'420': 1}
species	{'420': 1}
positive~species	{'420': 1}
false~positive~species	{'420': 1}
hypothesis~false~positive~species	{'420': 1}
wanted	{'420': 1}
measurement~wanted	{'420': 1}
positive~measurement~wanted	{'420': 1}
false~positive~measurement~wanted	{'420': 1}
type~see	{'420': 1}
measurement~type~see	{'420': 1}
positive~measurement~type~see	{'420': 1}
significance~even	{'420': 1}
statistical~significance~even	{'420': 1}
test~statistical~significance~even	{'420': 1}
statistical~quite	{'420': 1}
test~statistical~quite	{'420': 1}
significance~likely	{'420': 1}
statistical~significance~likely	{'420': 1}
test~statistical~significance~likely	{'420': 1}
observation~least	{'420': 1}
significance~observation~least	{'420': 1}
statistical~significance~observation~least	{'420': 1}
observation~two~one	{'420': 1}
significance~observation~two~one	{'420': 1}
main~pair	{'420': 1}
two~main~pair	{'420': 1}
observation~two~main~pair	{'420': 1}
type~sample	{'420': 1}
main~type~sample	{'420': 1}
two~main~type~sample	{'420': 1}
type~differ	{'420': 1}
error~type~differ	{'420': 1}
significantly	{'420': 1}
type~significantly	{'420': 1}
error~type~significantly	{'420': 1}
test~individual	{'420': 1}
significance~set	{'420': 1}
statistical~significance~set	{'420': 1}
test~statistical~significance~set	{'420': 1}
test~avoid	{'420': 1}
statistical~lot	{'420': 1}
test~statistical~lot	{'420': 1}
significance~spurious	{'420': 1}
statistical~significance~spurious	{'420': 1}
test~statistical~significance~spurious	{'420': 1}
test~lowered	{'420': 1}
statistical~account	{'420': 1}
test~statistical~account	{'420': 1}
significance~number	{'420': 1}
statistical~significance~number	{'420': 1}
test~statistical~significance~number	{'420': 1}
main~correction	{'420': 1}
two~main~correction	{'420': 1}
observation~two~main~correction	{'420': 1}
type~multiple	{'420': 1}
main~type~multiple	{'420': 1}
two~main~type~multiple	{'420': 1}
test~ways	{'420': 1}
significance~most	{'420': 1}
statistical~significance~most	{'420': 1}
test~statistical~significance~most	{'420': 1}
test~people	{'420': 1}
willing	{'420': 1}
statistical~willing	{'420': 1}
test~statistical~willing	{'420': 1}
accept	{'420': 1}
significance~accept	{'420': 1}
statistical~significance~accept	{'420': 1}
test~statistical~significance~accept	{'420': 1}
observation~false	{'420': 1}
significance~observation~false	{'420': 1}
statistical~significance~observation~false	{'420': 1}
main~false	{'420': 1}
two~main~false	{'420': 1}
observation~two~main~false	{'420': 1}
type~rejection	{'420': 1}
main~type~rejection	{'420': 1}
two~main~type~rejection	{'420': 1}
statistical~false	{'420': 1}
test~statistical~false	{'420': 1}
acceptance	{'420': 1}
significance~acceptance	{'420': 1}
statistical~significance~acceptance	{'420': 1}
test~statistical~significance~acceptance	{'420': 1}
test~conservative	{'420': 1}
two~bonferroni	{'420': 1}
observation~two~bonferroni	{'420': 1}
significance~observation~two~bonferroni	{'420': 1}
type~chi-squared	{'420': 1}
main~type~chi-squared	{'420': 1}
two~main~type~chi-squared	{'420': 1}
type~fisher	{'420': 1}
error~type~fisher	{'420': 1}
i~exact	{'420': 1}
type~i~exact	{'420': 1}
error~type~i~exact	{'420': 1}
false~fisher	{'420': 1}
error~false~fisher	{'420': 1}
negative~sign	{'420': 1}
false~negative~sign	{'420': 1}
error~false~negative~sign	{'420': 1}
null~kolmogorov-smirnov	{'420': 1}
term~null~kolmogorov-smirnov	{'420': 1}
negative~term~null~kolmogorov-smirnov	{'420': 1}
false~likelihood	{'420': 1}
hypothesis~false~likelihood	{'420': 1}
null~hypothesis~false~likelihood	{'420': 1}
measurement~log	{'420': 1}
positive~measurement~log	{'420': 1}
false~positive~measurement~log	{'420': 1}
type~likelihood	{'420': 1}
measurement~type~likelihood	{'420': 1}
positive~measurement~type~likelihood	{'420': 1}
false~negative	{'420': 1}
error~false~negative	{'420': 1}
ii~error~false~negative	{'420': 1}
positive~likelihood	{'420': 1}
false~positive~likelihood	{'420': 1}
error~false~positive~likelihood	{'420': 1}
null~paired	{'420': 1}
term~null~paired	{'420': 1}
positive~term~null~paired	{'420': 1}
hypothesis~parametric	{'420': 1}
null~hypothesis~parametric	{'420': 1}
term~null~hypothesis~parametric	{'420': 1}
false~negative~predictive	{'420': 1}
hypothesis~false~negative~predictive	{'420': 1}
statistical~significance	{'420': 1}
probability~statistical~significance	{'420': 1}
measurement~probability~statistical~significance	{'420': 1}
true~type	{'420': 1}
positive~true~type	{'420': 1}
test~positive~true~type	{'420': 1}
statistic~i	{'420': 1}
true~statistic~i	{'420': 1}
positive~true~statistic~i	{'420': 1}
sensitivity~type	{'420': 1}
test~sensitivity~type	{'420': 1}
statistic~test~sensitivity~type	{'420': 1}
probability~ii	{'420': 1}
sensitivity~probability~ii	{'420': 1}
test~sensitivity~probability~ii	{'420': 1}
negative~wilcoxon	{'420': 1}
test~negative~wilcoxon	{'420': 1}
probability~test~negative~wilcoxon	{'420': 1}
negative~rank	{'420': 1}
test~negative~rank	{'420': 1}
statistic~sum	{'420': 1}
negative~statistic~sum	{'420': 1}
following~wilcoxon	{'420': 1}
specificity~following~wilcoxon	{'420': 1}
statistic~specificity~following~wilcoxon	{'420': 1}
table~signed	{'420': 1}
following~table~signed	{'420': 1}
specificity~following~table~signed	{'420': 1}
summarizes~rank	{'420': 1}
table~summarizes~rank	{'420': 1}
following~table~summarizes~rank	{'420': 1}
error~hypothesis	{'421': 1, '422': 1}
accepted	{'421': 1}
statistical~accepted	{'421': 1}
error~statistical~accepted	{'421': 1}
statistical~test~false	{'421': 1, '422': 1}
error~statistical~test~false	{'421': 1, '422': 1}
false~positive	{'421': 1}
test~false~positive	{'421': 1}
statistical~test~false~positive	{'421': 1}
error~i	{'421': 1}
error~test~statistical	{'421': 1, '422': 1}
false~hypothesis~null	{'421': 1}
test~false~hypothesis~null	{'421': 1}
term~statistical	{'421': 1, '422': 1}
positive~term~statistical	{'421': 1}
false~positive~term~statistical	{'421': 1}
hypothesis~type	{'421': 1, '422': 1}
null~hypothesis~type	{'421': 1, '422': 1}
term~null~hypothesis~type	{'421': 1, '422': 1}
type~ii	{'421': 1}
hypothesis~type~ii	{'421': 1}
null~hypothesis~type~ii	{'421': 1}
rejected	{'422': 1}
statistical~rejected	{'422': 1}
error~statistical~rejected	{'422': 1}
true~negative	{'422': 1, '537': 1}
test~true~negative	{'422': 1}
statistical~test~true~negative	{'422': 1}
error~ii	{'422': 1}
true~hypothesis~null	{'422': 1}
test~true~hypothesis~null	{'422': 1}
negative~term~statistical	{'422': 1}
false~negative~term~statistical	{'422': 1}
type~i	{'422': 1, '476': 1, '490': 1, '513': 1}
hypothesis~type~i	{'422': 1}
null~hypothesis~type~i	{'422': 1}
th~observation	{'423': 1}
th~observation~random	{'423': 1}
th~observation~random~variable	{'423': 1}
z-score	{'423': 1}
th~statistical	{'423': 1}
exponential~moving	{'424': 2}
average~exponentially	{'424': 1}
moving~average~exponentially	{'424': 1}
exponentially~weighted	{'424': 1}
average~exponentially~weighted	{'424': 1}
moving~average~exponentially~weighted	{'424': 1}
weighted~moving	{'424': 2}
exponentially~weighted~moving	{'424': 2}
average~exponentially~weighted~moving	{'424': 2}
moving~average	{'424': 1}
weighted~moving~average	{'424': 1}
exponentially~weighted~moving~average	{'424': 1}
average~abbreviated	{'424': 1}
moving~average~abbreviated	{'424': 1}
weighted~moving~average~abbreviated	{'424': 1}
ema	{'424': 1}
abbreviated~ema	{'424': 1}
average~abbreviated~ema	{'424': 1}
moving~average~abbreviated~ema	{'424': 1}
ewma	{'424': 1}
ewma~moving	{'424': 1}
ema~ewma~moving	{'424': 1}
abbreviated~ema~ewma~moving	{'424': 1}
filter	{'424': 1, '433': 1}
moving~filter	{'424': 1}
ewma~moving~filter	{'424': 1}
ema~ewma~moving~filter	{'424': 1}
filter~applied	{'424': 1}
moving~filter~applied	{'424': 1}
ewma~moving~filter~applied	{'424': 1}
older	{'424': 1}
weight~older	{'424': 1}
applied~weight~older	{'424': 1}
filter~applied~weight~older	{'424': 1}
value~time	{'424': 1}
older~value~time	{'424': 1}
weight~older~value~time	{'424': 1}
time~series	{'424': 1, '436': 2}
value~time~series	{'424': 1}
older~value~time~series	{'424': 1}
series~decrease	{'424': 1}
time~series~decrease	{'424': 1}
value~time~series~decrease	{'424': 1}
average~time-series	{'424': 1, '425': 1, '430': 1, '432': 1}
